id,SFR__Msol_per_yr,SFR_err,Mstar__Msol,Mstar_err,Lbolo__Lsol,Lbolo_err,Lold_unatt__Lsol,Lold_unatt_err,Lyoung_unatt__Lsol,Lyoung_unatt_err,Lold_abs__Lsol,Lyoung_abs__Lsol,Afuv,Afuv_err,Av_b90,Av_b90_err,Mdust__Msol,Mdust_err,Ldust__Lsol,Ldust_err,Umin,Umin_err,Tdust__K,Tdust_err,qpah,qpah_err,gamma,gamma_err,red_chi2
IC3019,2.815E-03,1.841E-03,2.085E+09,3.713E+08,1.646E+09,8.229E+07,1.635E+09,8.174E+07,1.106E+07,7.237E+06,3.499E+07,3.179E+06,0.052,0.059,0.011,0.013,5.010E+04,1.194E+05,1.122E+07,1.245E+07,10.396,14.561,27.035,6.311,3.760,2.172,0.056,0.118,1.146
IC3021,1.610E-01,3.742E-02,3.923E+09,1.247E+09,4.650E+09,2.325E+08,4.017E+09,2.065E+08,6.329E+08,1.471E+08,1.502E+08,1.414E+08,0.149,0.135,0.030,0.031,6.309E+05,1.335E+06,1.901E+08,1.807E+08,10.947,15.062,27.269,6.254,4.072,2.145,0.099,0.153,1.188
IC3023,6.249E-03,6.218E-04,2.143E+07,8.200E+06,7.500E+07,3.750E+06,5.043E+07,2.522E+06,2.456E+07,2.444E+06,2.734E+06,3.260E+06,0.126,0.088,0.027,0.021,2.797E+04,5.270E+04,4.614E+06,3.256E+06,9.612,14.535,26.684,6.725,3.537,2.174,0.091,0.145,0.582
IC3033,3.806E-02,6.972E-03,2.875E+08,8.988E+07,6.733E+08,3.366E+07,5.237E+08,2.618E+07,1.496E+08,2.740E+07,1.562E+07,2.079E+07,0.157,0.103,0.032,0.023,7.504E+05,7.381E+05,3.962E+07,2.714E+07,2.984,8.115,21.957,9.953,2.973,2.077,0.020,0.062,0.421
IC3044,4.402E-02,1.053E-02,6.155E+08,9.229E+07,1.438E+09,7.191E+07,1.265E+09,6.326E+07,1.730E+08,4.139E+07,3.207E+07,6.592E+07,0.136,0.086,0.026,0.017,9.875E+05,9.748E+05,5.558E+07,3.584E+07,2.649,7.567,21.526,10.250,2.278,1.883,0.019,0.062,0.601
IC3059,4.717E-02,1.442E-02,7.167E+08,1.208E+08,1.644E+09,8.219E+07,1.458E+09,7.292E+07,1.854E+08,5.667E+07,9.749E+07,6.430E+07,0.388,0.138,0.079,0.030,3.614E+06,2.205E+06,1.636E+08,5.983E+07,0.726,2.887,17.349,11.499,4.028,2.053,0.032,0.047,0.415
IC3061,6.587E-01,1.015E-01,1.160E+10,2.191E+09,1.402E+10,7.008E+08,1.143E+10,5.713E+08,2.589E+09,3.991E+08,2.704E+09,1.747E+09,1.702,0.246,0.405,0.070,4.154E+07,8.237E+06,4.768E+09,5.132E+08,0.724,0.223,17.342,0.889,4.894,1.063,0.008,0.006,0.248
IC3065,7.444E-04,4.203E-04,1.652E+09,8.260E+07,1.316E+09,6.580E+07,1.313E+09,6.565E+07,2.926E+06,1.652E+06,1.829E+07,4.539E+05,0.097,0.105,0.022,0.021,6.493E+04,1.338E+05,1.552E+07,1.520E+07,10.298,14.767,26.993,6.451,4.226,2.135,0.089,0.145,0.802
IC3077,4.146E-04,1.969E-04,5.088E+08,1.002E+08,3.670E+08,1.835E+07,3.654E+08,1.827E+07,1.629E+06,7.739E+05,1.082E+07,7.464E+05,0.096,0.117,0.021,0.024,1.905E+04,3.928E+04,4.205E+06,4.983E+06,9.808,14.410,26.774,6.556,3.770,2.172,0.069,0.130,0.720
IC3096,3.026E-03,2.240E-03,3.578E+08,7.865E+07,4.590E+08,2.295E+07,4.471E+08,2.236E+07,1.189E+07,8.804E+06,5.667E+07,2.641E+07,0.717,0.283,0.159,0.056,3.846E+05,3.037E+05,5.191E+07,1.911E+07,1.885,3.250,20.339,5.844,3.630,1.900,0.006,0.018,0.485
IC3099,1.780E-01,3.871E-02,3.587E+09,8.493E+08,4.024E+09,2.445E+08,3.324E+09,1.662E+08,6.994E+08,1.521E+08,5.887E+08,3.554E+08,0.805,0.248,0.176,0.068,6.890E+06,4.203E+06,7.890E+08,2.728E+08,1.145,1.313,18.718,3.577,2.245,1.630,0.010,0.012,0.408
IC3100,5.661E-04,1.552E-04,5.583E+07,1.360E+07,3.805E+07,1.903E+06,3.583E+07,1.791E+06,2.225E+06,6.100E+05,1.675E+06,1.377E+06,0.555,0.200,0.117,0.045,1.108E+05,5.697E+04,3.195E+06,1.056E+06,0.345,1.352,15.329,9.997,2.457,1.849,0.006,0.015,1.518
IC3102,2.119E-02,1.608E-02,3.286E+10,3.975E+09,1.888E+10,9.442E+08,1.880E+10,9.400E+08,8.327E+07,6.321E+07,1.190E+09,4.389E+07,0.566,0.192,0.126,0.015,1.513E+07,4.162E+06,1.148E+09,1.238E+08,0.461,0.168,16.084,0.976,2.965,1.727,0.015,0.012,0.519
IC3104,7.262E-03,1.367E-02,2.110E+08,9.355E+07,1.986E+08,8.875E+07,1.701E+08,3.946E+07,2.854E+07,5.372E+07,1.754E+06,2.182E+06,0.158,0.172,0.035,0.038,2.688E+04,7.739E+04,3.763E+06,2.706E+06,12.442,15.642,27.857,5.837,3.203,2.117,0.029,0.082,0.209
IC3105,8.580E-02,7.693E-03,1.499E+08,3.749E+07,8.053E+08,4.026E+07,4.681E+08,2.340E+07,3.372E+08,3.023E+07,2.099E+07,1.104E+08,0.210,0.075,0.043,0.020,4.157E+05,3.934E+05,9.292E+07,3.389E+07,3.469,5.293,22.516,5.725,1.546,1.332,0.009,0.020,0.682
IC3115,2.295E-01,2.795E-02,1.856E+09,3.301E+08,5.304E+09,2.652E+08,4.402E+09,2.201E+08,9.021E+08,1.099E+08,5.367E+08,3.399E+08,0.522,0.071,0.107,0.029,2.706E+07,5.826E+06,8.070E+08,8.412E+07,0.145,0.060,13.266,0.908,4.834,1.536,0.029,0.015,0.847
IC3131,5.333E-04,2.763E-04,1.270E+09,6.350E+07,1.013E+09,5.065E+07,1.011E+09,5.054E+07,2.096E+06,1.086E+06,1.040E+08,4.065E+06,0.109,0.105,0.025,0.021,6.238E+04,1.248E+05,1.351E+07,1.172E+07,9.758,14.466,26.751,6.610,3.638,2.175,0.103,0.154,1.057
IC3167,5.144E-04,2.833E-04,7.810E+08,4.437E+07,6.177E+08,3.089E+07,6.157E+08,3.078E+07,2.022E+06,1.113E+06,1.662E+06,4.526E+04,0.063,0.078,0.014,0.016,4.150E+04,9.462E+04,4.661E+06,5.420E+06,8.744,14.012,26.267,7.015,3.882,2.169,0.074,0.135,0.790
IC3229,7.477E-02,1.077E-02,8.498E+08,2.164E+08,1.489E+09,7.443E+07,1.195E+09,5.974E+07,2.939E+08,4.232E+07,1.043E+08,2.028E+08,0.747,0.139,0.140,0.046,2.583E+06,1.406E+06,2.940E+08,5.743E+07,0.910,0.532,18.014,1.754,2.264,1.342,0.008,0.010,0.644
IC3258,1.310E-01,7.830E-03,3.853E+08,1.048E+08,1.589E+09,7.946E+07,1.074E+09,5.372E+07,5.147E+08,3.077E+07,1.242E+08,1.936E+08,0.525,0.054,0.108,0.028,1.625E+06,3.923E+05,3.380E+08,2.279E+07,1.022,0.311,18.367,0.931,0.668,0.332,0.030,0.004,0.521
IC3259,5.832E-02,1.481E-02,1.684E+09,3.199E+08,2.020E+09,1.010E+08,1.791E+09,8.953E+07,2.292E+08,5.820E+07,1.678E+08,2.341E+08,1.011,0.163,0.207,0.046,5.240E+06,1.098E+06,3.899E+08,2.778E+07,0.502,0.127,16.312,0.688,4.189,1.144,0.004,0.004,0.331
IC3267,2.575E-01,4.624E-02,6.381E+09,1.070E+09,1.011E+10,5.053E+08,9.094E+09,4.547E+08,1.012E+09,1.817E+08,1.288E+09,6.596E+08,0.970,0.116,0.191,0.034,1.370E+07,3.055E+06,1.847E+09,1.527E+08,0.919,0.257,18.044,0.839,4.815,1.050,0.003,0.003,0.381
IC3268,9.045E-01,6.507E-02,3.341E+09,4.281E+08,1.245E+10,6.224E+08,8.893E+09,4.446E+08,3.555E+09,2.557E+08,1.180E+09,1.990E+09,0.759,0.082,0.132,0.026,8.564E+06,1.892E+06,3.120E+09,2.566E+08,2.480,0.754,21.290,1.079,2.475,0.747,0.005,0.004,0.672
IC3305,3.086E-03,2.140E-03,5.846E+09,9.904E+08,4.255E+09,2.127E+08,4.243E+09,2.121E+08,1.213E+07,8.413E+06,3.600E+07,1.720E+06,0.098,0.112,0.022,0.023,2.640E+05,6.493E+05,4.910E+07,5.341E+07,10.380,15.025,27.028,6.521,4.079,2.158,0.095,0.151,1.142
IC3311,4.263E-02,1.136E-02,1.472E+09,2.827E+08,1.745E+09,8.727E+07,1.578E+09,7.889E+07,1.675E+08,4.464E+07,1.436E+08,1.976E+08,0.921,0.175,0.196,0.045,7.423E+06,2.752E+06,3.016E+08,4.759E+07,0.300,0.145,14.974,1.202,3.050,1.358,0.006,0.005,0.459
IC3313,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
IC3322,1.574E-01,4.890E-02,2.478E+09,6.179E+08,4.041E+09,2.021E+08,3.423E+09,1.842E+08,6.185E+08,1.922E+08,7.421E+08,6.211E+08,1.965,0.188,0.441,0.090,9.061E+06,1.468E+06,1.426E+09,7.131E+07,1.038,0.198,18.413,0.585,3.701,0.798,0.005,0.003,0.513
IC3331,8.895E-04,3.398E-04,3.173E+08,8.042E+07,3.787E+08,1.893E+07,3.752E+08,1.876E+07,3.496E+06,1.335E+06,3.644E+06,2.947E+05,0.053,0.068,0.012,0.015,1.475E+04,3.767E+04,3.259E+06,4.131E+06,10.678,15.041,27.156,6.375,3.614,2.190,0.076,0.136,1.287
IC3355,6.583E-05,6.614E-06,4.638E+05,1.510E+05,8.525E+05,4.262E+04,5.937E+05,2.969E+04,2.587E+05,2.600E+04,8.496E+03,4.250E+04,0.097,0.057,0.020,0.013,3.465E+02,4.589E+02,3.721E+04,2.234E+04,5.265,10.544,24.137,8.056,3.313,2.131,0.050,0.104,0.789
IC3358,1.507E-03,9.410E-04,8.160E+08,1.895E+08,8.647E+08,4.999E+07,8.588E+08,4.763E+07,5.923E+06,3.698E+06,1.381E+08,4.584E+06,0.605,0.469,0.120,0.090,7.238E+04,9.407E+04,6.586E+07,5.255E+07,12.818,13.179,27.995,4.797,1.694,1.765,0.031,0.089,1.561
IC3371,2.085E-01,2.043E-02,2.555E+09,8.460E+08,2.897E+09,1.449E+08,2.077E+09,1.039E+08,8.196E+08,8.027E+07,1.616E+08,2.808E+08,0.334,0.108,0.070,0.032,1.684E+06,2.178E+06,3.641E+08,1.221E+08,6.860,11.035,25.225,6.763,3.989,1.920,0.021,0.053,0.741
IC3381,6.718E-04,4.739E-04,2.768E+09,2.968E+08,1.727E+09,8.637E+07,1.725E+09,8.624E+07,2.640E+06,1.863E+06,5.722E+06,2.164E+05,0.051,0.053,0.011,0.011,7.724E+04,1.750E+05,9.305E+06,9.049E+06,9.005,14.130,26.396,6.903,3.802,2.163,0.075,0.135,2.022
IC3391,3.225E-01,2.754E-02,3.150E+09,4.981E+08,5.949E+09,2.975E+08,4.682E+09,2.341E+08,1.267E+09,1.083E+08,3.941E+08,9.022E+08,0.802,0.073,0.137,0.034,7.091E+06,1.242E+06,1.260E+09,8.569E+07,1.162,0.280,18.764,0.754,4.719,0.985,0.005,0.004,0.376
IC3392,1.341E-02,6.961E-03,2.649E+09,3.901E+08,2.961E+09,1.481E+08,2.909E+09,1.454E+08,5.271E+07,2.736E+07,6.588E+08,3.138E+07,2.002,0.193,0.406,0.032,2.522E+06,4.717E+05,6.557E+08,4.587E+07,1.637,0.400,19.868,0.809,3.748,0.489,0.010,0.004,0.704
IC3393,7.448E-04,4.124E-04,1.134E+09,8.189E+07,9.027E+08,4.514E+07,8.998E+08,4.499E+07,2.927E+06,1.621E+06,1.639E+08,6.537E+06,0.107,0.162,0.022,0.032,8.318E+04,1.827E+05,1.131E+07,1.696E+07,8.802,14.052,26.295,6.997,3.515,2.182,0.079,0.139,1.316
IC3413,3.544E-03,1.979E-03,8.276E+09,1.067E+09,6.396E+09,3.198E+08,6.382E+09,3.191E+08,1.393E+07,7.778E+06,7.938E+07,3.537E+06,0.086,0.088,0.020,0.018,5.350E+05,1.138E+06,6.764E+07,6.334E+07,9.007,14.222,26.397,6.947,3.794,2.177,0.086,0.143,0.356
IC3430,5.780E-03,3.504E-03,5.103E+08,1.566E+08,4.497E+08,3.130E+07,4.269E+08,2.448E+07,2.272E+07,1.377E+07,2.887E+07,1.068E+07,0.607,0.346,0.129,0.075,8.139E+05,7.267E+05,4.529E+07,2.780E+07,2.216,6.556,20.895,10.304,3.866,2.140,0.019,0.057,0.881
IC3459,4.712E-06,2.775E-06,1.271E+07,2.426E+06,9.022E+06,4.511E+05,9.003E+06,4.502E+05,1.852E+04,1.091E+04,1.710E+05,6.826E+03,0.057,0.072,0.013,0.015,2.448E+02,6.381E+02,6.003E+04,7.223E+04,11.087,15.212,27.327,6.249,3.772,2.181,0.075,0.136,1.497
IC3468,9.221E-03,2.350E-03,2.424E+09,3.336E+08,1.707E+09,8.536E+07,1.671E+09,8.355E+07,3.624E+07,9.236E+06,0.000E+00,0.000E+00,0.027,0.041,0.004,0.007,2.648E+04,8.373E+04,4.888E+06,7.874E+06,9.797,14.535,26.769,6.619,3.299,2.206,0.073,0.135,1.044
IC3475,4.970E-03,2.715E-03,1.148E+10,5.738E+08,9.131E+09,4.566E+08,9.112E+09,4.556E+08,1.953E+07,1.067E+07,1.720E+08,6.866E+06,0.096,0.102,0.022,0.021,9.130E+05,1.843E+06,1.056E+08,1.029E+08,8.573,14.082,26.180,7.167,3.585,2.183,0.105,0.155,1.928
IC3476,2.013E-01,1.020E-02,5.573E+08,1.010E+08,2.462E+09,1.231E+08,1.671E+09,8.354E+07,7.911E+08,4.011E+07,3.520E+08,5.175E+08,1.038,0.110,0.218,0.041,2.924E+06,6.115E+05,8.463E+08,4.993E+07,1.689,0.392,19.970,0.773,3.283,0.391,0.016,0.002,0.813
IC3499,1.306E-03,1.130E-03,2.142E+09,3.083E+08,1.252E+09,6.261E+07,1.247E+09,6.235E+07,5.134E+06,4.443E+06,0.000E+00,0.000E+00,0.033,0.042,0.006,0.008,2.261E+04,6.648E+04,4.180E+06,5.226E+06,10.393,14.993,27.034,6.500,3.819,2.181,0.082,0.141,1.018
IC3509,7.946E-04,4.337E-04,1.048E+09,1.295E+08,7.973E+08,3.986E+07,7.941E+08,3.971E+07,3.123E+06,1.705E+06,5.722E+07,2.885E+06,0.116,0.157,0.025,0.032,6.749E+04,1.503E+05,1.114E+07,1.466E+07,9.266,14.068,26.522,6.711,3.690,2.179,0.063,0.126,0.737
IC3517,2.435E-02,3.282E-03,3.303E+08,8.565E+07,5.179E+08,2.589E+07,4.222E+08,2.111E+07,9.570E+07,1.290E+07,2.307E+07,5.818E+07,0.495,0.127,0.090,0.033,1.841E+06,9.561E+05,7.065E+07,1.861E+07,0.373,0.458,15.524,3.179,2.830,1.951,0.007,0.011,0.786
IC3518,5.584E-04,4.369E-04,7.577E+08,1.634E+08,5.204E+08,2.602E+07,5.182E+08,2.591E+07,2.195E+06,1.717E+06,1.937E+07,1.231E+06,0.306,0.254,0.066,0.049,5.656E+05,5.825E+05,1.822E+07,1.394E+07,2.935,8.585,21.897,10.675,3.586,2.135,0.025,0.078,1.095
IC3521,1.707E-01,2.668E-02,2.582E+09,5.100E+08,3.535E+09,1.767E+08,2.864E+09,1.432E+08,6.710E+08,1.048E+08,5.200E+08,6.181E+08,1.635,0.156,0.305,0.058,4.102E+06,6.009E+05,1.102E+09,7.455E+07,1.331,0.343,19.193,0.824,2.187,0.677,0.029,0.006,0.530
IC3586,7.294E-04,4.580E-04,1.519E+09,1.834E+08,1.175E+09,5.876E+07,1.172E+09,5.862E+07,2.867E+06,1.800E+06,3.294E+07,1.136E+06,0.224,0.174,0.050,0.034,1.011E+06,1.008E+06,3.108E+07,2.145E+07,2.649,8.188,21.526,11.091,3.489,2.131,0.034,0.089,0.746
IC3611,1.466E-01,7.821E-02,5.746E+09,1.320E+09,9.889E+09,4.945E+08,9.313E+09,4.657E+08,5.761E+08,3.074E+08,6.085E+08,6.707E+08,0.573,0.201,0.125,0.048,1.637E+07,1.056E+07,1.127E+09,3.867E+08,0.814,1.200,17.683,4.343,2.850,1.938,0.010,0.013,0.605
IC3631,1.658E-01,2.676E-02,8.831E+09,1.301E+09,9.295E+09,4.647E+08,8.643E+09,4.322E+08,6.516E+08,1.052E+08,1.574E+08,6.242E+07,0.078,0.073,0.015,0.015,7.371E+05,1.351E+06,1.478E+08,1.400E+08,9.207,13.989,26.494,6.709,3.719,2.174,0.065,0.126,0.919
IC3718,6.505E-04,3.100E-04,1.828E+08,3.294E+07,2.724E+08,1.362E+07,2.698E+08,1.349E+07,2.557E+06,1.218E+06,1.355E+07,8.600E+05,0.326,0.138,0.072,0.025,6.762E+04,7.621E+04,1.374E+07,4.900E+06,5.457,8.995,24.282,6.671,2.207,1.723,0.004,0.017,0.596
IC4213,1.596E-01,2.260E-02,1.400E+09,3.119E+08,3.073E+09,1.536E+08,2.446E+09,1.223E+08,6.272E+08,8.884E+07,1.373E+08,3.669E+08,0.647,0.099,0.127,0.036,7.245E+06,2.100E+06,5.727E+08,7.120E+07,0.523,0.200,16.425,1.048,2.298,0.782,0.009,0.006,0.378
IC5270,1.166E+00,1.986E-01,1.166E+10,4.179E+09,1.776E+10,9.937E+08,1.318E+10,1.121E+09,4.582E+09,7.804E+08,2.559E+09,4.205E+09,1.549,0.167,0.373,0.082,4.685E+07,9.376E+06,6.761E+09,8.975E+08,0.851,0.359,17.816,1.253,4.531,1.053,0.016,0.007,0.342
IC5334,2.558E-01,7.400E-02,3.517E+10,7.595E+09,2.218E+10,1.109E+09,2.117E+10,1.059E+09,1.005E+09,2.909E+08,1.319E+09,4.892E+08,0.548,0.144,0.105,0.023,3.232E+07,1.329E+07,1.642E+09,2.703E+08,0.373,0.185,15.524,1.284,2.555,1.303,0.008,0.009,0.210
NGC0007,2.114E-01,1.993E-02,1.292E+09,4.137E+08,2.731E+09,1.366E+08,1.900E+09,1.395E+08,8.309E+08,7.832E+07,5.885E+07,2.754E+08,0.276,0.057,0.057,0.021,3.447E+06,1.798E+06,3.150E+08,6.239E+07,0.721,0.431,17.329,1.725,1.096,0.746,0.008,0.008,0.996
NGC0115,5.162E-01,4.920E-02,3.502E+09,1.163E+09,7.356E+09,3.678E+08,5.327E+09,3.960E+08,2.029E+09,1.934E+08,5.038E+08,7.840E+08,0.418,0.062,0.083,0.026,1.120E+07,3.268E+06,1.133E+09,1.403E+08,0.682,0.259,17.168,1.089,1.500,0.707,0.007,0.006,0.568
NGC0131,2.077E-01,3.225E-02,2.712E+09,8.895E+08,3.809E+09,1.904E+08,2.992E+09,2.638E+08,8.164E+08,1.268E+08,3.189E+08,7.742E+08,1.222,0.125,0.256,0.071,7.789E+06,1.483E+06,1.104E+09,1.016E+08,0.924,0.242,18.061,0.787,3.774,0.873,0.007,0.005,0.411
NGC0147,6.534E-04,4.553E-04,8.082E+07,1.445E+07,1.153E+08,5.767E+06,1.128E+08,5.639E+06,2.568E+06,1.789E+06,1.894E+06,1.529E+05,0.065,0.029,0.015,0.006,7.474E+04,4.057E+04,1.388E+06,5.376E+05,0.536,3.522,16.496,18.051,4.787,1.806,0.014,0.058,5.632
NGC0148,5.034E-03,5.101E-03,3.768E+10,4.497E+09,1.406E+10,7.029E+08,1.404E+10,7.019E+08,1.978E+07,2.005E+07,1.426E+08,1.434E+07,0.142,0.106,0.031,0.019,7.198E+05,1.074E+06,1.988E+08,1.180E+08,9.063,13.830,26.424,6.721,4.350,2.040,0.103,0.147,0.299
NGC0150,2.621E+00,3.497E-01,2.183E+10,6.878E+09,3.579E+10,1.789E+09,2.549E+10,1.850E+09,1.030E+10,1.374E+09,7.061E+09,1.050E+10,1.962,0.149,0.524,0.084,2.464E+07,3.795E+06,1.669E+10,1.095E+09,3.284,0.547,22.311,0.619,1.635,0.576,0.031,0.005,0.656
NGC0253,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NGC0254,1.140E-02,9.374E-03,1.797E+10,3.897E+09,9.265E+09,4.633E+08,9.220E+09,4.610E+08,4.481E+07,3.684E+07,2.422E+08,6.020E+06,0.225,0.106,0.045,0.014,1.363E+06,9.893E+05,2.073E+08,6.345E+07,1.959,3.641,20.470,6.340,3.205,1.799,0.009,0.018,0.753
NGC0274,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NGC0275,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NGC0289,2.229E+00,3.525E-01,3.781E+10,7.397E+09,4.754E+10,2.377E+09,3.877E+10,2.491E+09,8.762E+09,1.385E+09,4.530E+09,6.795E+09,1.081,0.129,0.206,0.040,7.329E+07,9.883E+06,1.137E+10,8.410E+08,0.881,0.209,17.919,0.709,3.874,0.912,0.016,0.006,1.655
NGC0300,2.003E-01,2.791E-02,2.221E+09,8.814E+08,3.404E+09,1.879E+08,2.617E+09,2.560E+08,7.872E+08,1.097E+08,1.161E+08,2.910E+08,0.377,0.065,0.075,0.024,1.410E+07,3.561E+06,4.276E+08,7.036E+07,0.191,0.136,13.884,1.649,3.678,1.042,0.017,0.007,1.441
NGC0337,2.052E+00,1.852E-01,5.876E+09,1.867E+09,2.241E+10,1.121E+09,1.435E+10,1.244E+09,8.063E+09,7.277E+08,3.524E+09,6.579E+09,1.583,0.115,0.308,0.054,1.909E+07,4.035E+06,1.014E+10,6.061E+08,3.148,0.706,22.155,0.828,1.562,0.476,0.014,0.003,0.602
NGC0428,7.181E-01,4.693E-02,3.358E+09,4.849E+08,1.065E+10,5.327E+08,7.832E+09,3.916E+08,2.822E+09,1.844E+08,3.796E+08,1.128E+09,0.390,0.059,0.068,0.021,1.535E+07,3.941E+06,1.518E+09,2.137E+08,0.591,0.238,16.763,1.123,1.817,0.795,0.017,0.009,1.631
NGC0448,6.601E-03,7.042E-03,2.593E+10,5.299E+09,1.499E+10,7.494E+08,1.496E+10,7.481E+08,2.594E+07,2.768E+07,4.935E+08,3.906E+06,0.213,0.114,0.047,0.019,1.168E+06,1.727E+06,3.317E+08,1.358E+08,8.626,13.564,26.207,6.869,3.596,1.982,0.141,0.163,0.269
NGC0450,7.770E-01,4.679E-02,2.708E+09,9.521E+08,9.454E+09,4.727E+08,6.401E+09,3.200E+08,3.054E+09,1.839E+08,8.042E+08,1.839E+09,0.822,0.066,0.149,0.035,1.403E+07,2.135E+06,2.706E+09,1.353E+08,0.922,0.206,18.055,0.671,1.876,0.580,0.031,0.002,0.207
NGC0493,8.198E-01,1.045E-01,4.783E+09,1.117E+09,1.221E+10,6.103E+08,8.984E+09,4.492E+08,3.222E+09,4.107E+08,1.484E+09,2.441E+09,1.081,0.123,0.217,0.042,2.779E+07,5.931E+06,3.745E+09,4.121E+08,0.776,0.234,17.543,0.881,2.711,0.709,0.017,0.006,0.258
NGC0520,9.669E+00,1.038E+00,3.137E+10,8.297E+09,1.084E+11,5.421E+09,7.043E+10,3.521E+09,3.800E+10,4.080E+09,3.805E+10,3.693E+10,4.458,0.223,1.140,0.057,3.648E+07,8.346E+06,7.456E+10,3.728E+09,12.871,4.051,28.015,1.470,1.911,0.289,0.013,0.004,2.645
NGC0584,1.109E-02,7.427E-03,9.753E+10,8.913E+09,4.245E+10,2.122E+09,4.240E+10,2.120E+09,4.358E+07,2.919E+07,4.977E+08,6.613E+06,0.095,0.041,0.021,0.005,5.792E+06,4.289E+06,4.176E+08,8.996E+07,0.876,3.902,17.901,13.288,5.275,1.785,0.121,0.117,1.810
NGC0586,4.318E-02,2.907E-02,9.455E+09,1.755E+09,6.430E+09,3.215E+08,6.260E+09,3.130E+08,1.697E+08,1.143E+08,7.894E+08,1.836E+08,1.243,0.327,0.263,0.033,7.400E+06,1.610E+06,9.348E+08,7.535E+07,0.830,0.223,17.741,0.793,4.727,1.115,0.005,0.004,0.336
NGC0613,1.039E+01,2.271E+00,7.512E+10,2.118E+10,1.864E+11,9.320E+09,1.456E+11,1.162E+10,4.082E+10,8.927E+09,3.803E+10,3.894E+10,1.989,0.168,0.466,0.089,1.809E+08,1.216E+07,7.852E+10,4.065E+09,2.122,0.411,20.745,0.669,2.735,0.628,0.029,0.005,0.800
NGC0625,5.431E-02,1.007E-02,4.682E+08,1.901E+08,1.004E+09,5.658E+07,7.906E+08,8.317E+07,2.134E+08,3.959E+07,1.672E+08,7.896E+07,0.977,0.129,0.211,0.044,6.089E+05,1.196E+05,2.643E+08,2.415E+07,1.809,0.785,20.200,1.461,0.914,0.549,0.054,0.015,0.481
NGC0628,2.507E+00,4.424E-01,1.515E+10,2.547E+09,3.979E+10,2.380E+09,2.994E+10,1.497E+09,9.854E+09,1.739E+09,6.005E+09,5.763E+09,1.119,0.167,0.243,0.058,8.511E+07,2.123E+07,1.239E+10,2.440E+09,0.959,0.646,18.172,2.041,5.867,1.157,0.009,0.007,3.023
NGC0678,9.118E-02,6.698E-02,6.709E+10,8.146E+09,2.544E+10,1.272E+09,2.508E+10,1.254E+09,3.583E+08,2.632E+08,1.903E+09,7.333E+08,1.050,0.301,0.206,0.026,2.376E+07,5.038E+06,2.421E+09,1.787E+08,0.616,0.163,16.880,0.745,6.012,1.118,0.008,0.006,0.554
NGC0720,4.730E-02,3.560E-02,2.398E+11,2.436E+10,9.775E+10,4.888E+09,9.756E+10,4.878E+09,1.859E+08,1.399E+08,1.625E+09,2.180E+08,0.072,0.061,0.015,0.011,8.590E+05,1.808E+06,6.775E+08,4.829E+08,16.203,17.096,29.111,5.119,4.570,2.037,0.103,0.155,0.598
NGC0855,3.393E-02,1.425E-02,9.955E+08,2.147E+08,1.712E+09,8.560E+07,1.579E+09,7.893E+07,1.334E+08,5.599E+07,2.207E+08,1.659E+08,1.083,0.232,0.229,0.046,5.122E+05,1.435E+05,3.380E+08,4.075E+07,4.225,1.453,23.268,1.333,1.943,0.322,0.012,0.004,0.491
NGC0891,1.640E+00,1.090E+00,3.770E+10,1.223E+10,6.599E+10,3.300E+09,5.955E+10,5.119E+09,6.445E+09,4.284E+09,3.169E+10,5.889E+09,3.813,0.302,1.311,0.106,1.221E+08,6.107E+06,3.739E+10,1.870E+09,2.000,0.100,20.540,0.171,3.905,0.372,0.004,0.001,0.328
NGC0895,2.883E+00,3.692E-01,2.060E+10,4.199E+09,4.897E+10,2.449E+09,3.764E+10,1.882E+09,1.133E+10,1.451E+09,5.873E+09,6.389E+09,0.887,0.089,0.194,0.045,1.313E+08,2.009E+07,1.246E+10,7.077E+08,0.612,0.145,16.863,0.667,4.571,0.502,0.006,0.002,0.817
NGC0925,1.137E+00,7.332E-02,5.052E+09,1.481E+09,1.338E+10,6.688E+08,8.908E+09,6.682E+08,4.467E+09,2.881E+08,1.500E+09,2.012E+09,0.754,0.069,0.156,0.034,2.541E+07,3.454E+06,3.681E+09,2.015E+08,0.898,0.179,17.976,0.598,1.554,0.307,0.008,0.001,2.868
NGC1052,5.039E-02,2.833E-02,8.118E+10,1.231E+10,3.485E+10,1.743E+09,3.465E+10,1.733E+09,1.980E+08,1.113E+08,2.052E+09,1.066E+08,0.592,0.214,0.125,0.012,2.897E+07,5.273E+06,2.042E+09,1.761E+08,0.117,0.027,12.807,0.493,6.032,1.112,0.178,0.059,1.626
